date,year,v1_tf,v2_labmax,v3_prop75,ni_pretax,v4_pretax,ni_exh,v5_exhouse,cap_exhouse,v6_exh_labmax,govnp,ni_bus,v7_business,v7_labmax,corp_nva,corp_ni_tf,v8_corp_tf,v8_corp_std,v8_corp_extax,v9_gross,housing_gross
1949-12-01,1949,69.82143730737243,86.53832982730786,82.35910669732401,214158,66.64331941837335,196302,72.70532139254821,9.887316481747511,90.11268351825248,28843,175567,64.86355636309784,84.32678122881863,126736,103460,84.13299826019718,68.68135336447418,76.88855911243022,53.40752604478506,5.838746856663873
1950-03-01,1950,69.70023292551602,86.89497478616869,82.59628932100551,224237,65.52263899356484,202339,72.61378182159643,9.47271657960156,90.52728342039845,28790,182007,64.90739367167197,84.82201234018471,133892,106616,85.00037517820965,67.68440235413617,75.48477377223962,52.94516154605666,5.763118635272751
1950-06-01,1950,69.9805379191526,86.75940401365536,82.56468749002967,235509,65.194111477693,210732,72.85936639902815,9.671525919176965,90.32847408082304,29164,190237,65.37844898731582,84.72957416275489,143482,112858,84.74366017473285,66.6564447108348,74.15908068793325,52.95655533021536,5.663052025992302
1950-09-01,1950,70.3429884658746,87.01803833145433,82.84927586505941,250344,64.80083405234397,221779,73.14714197466847,9.51307382574545,90.48692617425455,30603,200017,65.80540654044407,85.03177229935456,155045,119509,85.04798801763884,65.55516140475346,72.99993536015168,52.75198033324229,5.488352128614352
1950-12-01,1950,70.70601245561959,86.72994254450515,82.72396002228375,262174,64.86989556554045,231386,73.50142186649148,9.841131269826178,90.15886873017382,33007,207527,66.04682764170445,84.61935073508508,162886,126126,84.60745603602747,65.51330378301388,72.2168834508615,53.264515482450506,5.440702543400032
1951-03-01,1951,72.4951785460525,89.10168700136016,84.95005988753324,272343,65.56144273948661,236975,75.34634455111299,7.394028906002743,92.60597109399725,35868,210427,67.80688789936653,87.24403237227162,167537,125273,88.87150463387961,66.45218668115103,73.57339695085282,53.69435907305719,5.383810377284729
1951-06-01,1951,71.55955845925192,88.02405870696062,83.90793364503344,280372,65.94346083061076,248792,74.31388469082607,8.587896716936235,91.41210328306376,37887,220481,66.67241168173221,85.96613767172681,169641,132221,86.63374199257304,67.52377078654335,74.27330199384016,54.27492815185132,5.415251475859316
1951-09-01,1951,70.86750824347878,87.18129616914034,83.10284918772496,284946,65.92126227425547,255200,73.60501567398119,9.45101880877743,90.54898119122257,39861,225197,65.71091089135291,84.9123212120943,171106,135582,85.08209054299243,67.41785793601628,74.19823760210973,54.16019122145878,5.480028717818599
1951-12-01,1951,71.1156421655469,87.34498779957883,83.28765139107085,290529,65.90770628749625,259129,73.89408364173829,9.242500839350285,90.757499160649715,40821,228432,65.95398192897667,85.08352595083001,174332,136912,85.43882201706205,67.09955716678522,73.94745492704882,54.11039616131302,5.532241975183047
1952-03-01,1952,72.16777503395026,87.51182278881647,83.67581085009992,291249,67.32898653729283,261321,75.03989346435992,9.005399489516725,90.99460051048328,42132,229589,67.06026856687384,85.22011071959022,175475,139303,86.07711248142539,68.33338082347913,75.49407861185789,55.074665850308804,5.6632018266943405
1952-06-01,1952,72.07149323909933,87.7529861861511,83.83261294938816,292300,67.54156688333903,263263,74.9911685272902,8.692068387885879,91.30793161211412,43120,230808,66.85383522234932,85.4649752174968,174384,138804,86.55658338376416,68.89622901183594,76.4391510154222,55.05348518142575,5.786884697326299
1952-09-01,1952,71.92559753276792,87.89728433136297,83.9043626317142,298460,67.51356965757556,269221,74.84594440998288,8.533881086542284,91.46611891345772,43886,236266,66.71082593348176,85.6492258725335,176922,141126,86.8160367331321,69.25085630956015,76.84684571672291,55.05506845647119,5.83225637228517
1952-12-01,1952,72.45777819315936,87.25990079303267,83.55937014306434,309111,67.7180689137559,277624,75.39838054346886,9.198772440423019,90.80122755957699,44068,244823,67.50019401771893,84.9666902210985,188862,150658,85.94830676100838,68.56223062341816,75.77804047332015,55.33704672047289,5.800338910463663
1953-03-01,1953,72.6726542414261,87.31698002550516,83.6558985794854,314558,67.7553901029381,281690,75.66118783059392,9.092264546132274,90.90773545386773,44409,248865,67.79619472404717,85.05374399774979,193097,153489,86.26025317775215,68.56657534814109,75.75540844409606,55.347947012644354,5.850578981128254
1953-06-01,1953,73.2570549590543,87.6048206486937,84.01787922628385,316523,68.30972788707298,283253,76.33317211115151,8.716589056426587,91.28341094357341,44938,250209,68.45397247900755,85.37862347077844,195007,155075,86.98242785748832,69.17085027716954,76.44501873041241,55.65190533184047,5.950092017039239
1953-09-01,1953,73.58358480819945,87.59073485033848,84.08894733980371,315140,68.70914514184172,282102,76.7559251618209,8.63304762107323,91.36695237892677,45027,249237,68.81121181846997,85.34888479639861,194170,154694,87.29750345844053,69.54936395941701,76.91746881585692,55.864581344588984,6.114324635318035
1953-12-01,1953,73.94361840341507,88.22702494620995,84.65617331051124,307186,70.0344416737742,278472,77.25588209945704,7.820894021661065,92.17910597833894,44908,246038,69.18768645493786,86.07816678724424,185260,150628,88.70063998725337,72.1191838497247,80.06807776206342,56.536775604166884,6.37909829603389
1954-03-01,1954,72.76087817265814,87.32916456180112,83.68709296451539,309068,68.97155318570671,280175,76.08423306861783,8.68207370393504,91.31792629606495,44791,248181,67.84483904891994,85.04236827154375,185282,151226,87.12787483633767,71.11322200753446,78.74636927600675,55.722008166082006,6.497315439750312
