date,gdi,comp,wages,supp,topi,subsidies,nos,nos_priv,interest,bctp,prop,rental,cprof,ctax,cprof_at,gov_ent,cfc,topi_net,ucap,ni,lab_net,cap_net,prop_net,capmax_net,labmax_net,c_comp,c_wages,c_supp,c_ucap,c_prop,c_cfc,c_topi,c_ctax,c_rent,lab_gross
1964-09-01,691100,380065,341463,38602,57881,2648,172856,172152,16829,3207,59287,18863,73967,26980,46987,704,82945,55233,85886,525238,72.36052989311513,16.351825267783365,11.287644839101512,27.63947010688488,83.64817473221663,54.994212125596874,49.40862393286066,5.585588192736218,12.427434524670815,8.578642743452468,12.001881059181017,7.992041672695702,3.9039212849081175,2.729416871653885,54.994212125596874
1964-12-01,700907,386147,346741,39406,58778,2660,174403,173528,17295,3306,60503,18841,73583,26516,47067,875,84239,56118,86509,533159,72.42623682616255,16.2257412891839,11.348021884653546,27.57376317383745,83.7742587108161,55.09247303850582,49.47032915921798,5.622143879287837,12.342436300393633,8.632100977733137,12.018570224009748,8.006483028418891,3.783098185636611,2.688088433986249,55.09247303850582
1965-03-01,720152,392925,352809,40116,60184,2924,184352,183503,17898,3502,61949,19083,81071,28344,52727,848,85615,57260,93210,548084,71.69065325752987,17.00651724918078,11.30282949328935,28.309346742470133,82.99348275081921,54.5613981492796,48.99090747508859,5.570490674191004,12.943100900920916,8.602211755296103,11.888462435708018,7.951099212388495,3.9358357680045324,2.6498572523578354,54.5613981492796
1965-06-01,732681,399920,358872,41048,60340,2972,188247,187343,18289,3504,63177,19272,83101,29232,53869,903,87146,57368,94934,558031,71.6662694366442,17.01231652004996,11.321414043305838,28.3337305633558,82.98768347995004,54.58309960269203,48.98066143383,5.602438168862029,12.95707135847661,8.622715752148617,11.89412582010452,7.829874119842059,3.989730865137761,2.630339806819066,54.58309960269203
1965-09-01,745903,408335,366210,42125,60516,2988,191267,190503,18901,3486,63967,19504,84645,29760,54885,765,88773,57528,96776,569078,71.7537841912708,17.005753165646887,11.240462643082319,28.246215808729207,82.9942468343531,54.74371332465481,49.09619615419163,5.647517170463184,12.974341167685342,8.575779960665127,11.901413454564468,7.712530985932487,3.989794919714762,2.6148172081356424,54.74371332465481
1965-12-01,767460,420458,377116,43342,61796,3144,197859,197224,19215,3444,65560,19492,89513,31736,57777,635,90490,58652,99928,585946,71.75712437664905,17.05413126806907,11.188744355281885,28.242875623350958,82.94586873193093,54.785656581450496,49.13819612748547,5.647460453965027,13.020613452166888,8.542464753863394,11.790842519479842,7.642352695905975,4.135199228624293,2.5398066348734787,54.785656581450496
1966-03-01,789329,433085,385739,47346,61365,3564,206133,205551,20045,3419,69225,19834,93028,32708,60320,582,92310,57801,103618,605928,71.47466365640803,17.100711635705892,11.424624707886085,28.525336343591977,82.89928836429411,54.86748871509852,48.869229434114295,5.998259280984229,13.127352472796515,8.770107268325376,11.694743256614162,7.322802025517877,4.143772748752421,2.512767173130596,54.86748871509852
1966-06-01,801086,444388,395879,48509,62827,3928,203462,203009,20786,3379,67204,19757,91883,32628,59255,453,94338,58899,103177,614769,72.2853624694804,16.783051845489933,10.931585685029662,27.714637530519592,83.21694815451006,55.473195137600705,49.417790349600416,6.055404788000289,12.879640887495226,8.389111780757622,11.776263721997388,7.352394124975346,4.072970941946308,2.466277028933223,55.473195137600705
1966-09-01,814396,455645,406108,49537,63748,4064,202779,202575,21746,3365,67161,20021,90280,32156,58124,204,96288,59684,103256,626062,72.77953301749668,16.49293520450051,10.727531778002817,27.220466982503332,83.50706479549949,55.94882587831964,49.866158478185056,6.082667400134579,12.678844198645377,8.246725180379078,11.82324078212565,7.328621456883384,3.9484476839277205,2.4583863378503823,55.94882587831964
1966-12-01,828503,463780,413461,50319,64904,4240,205760,205448,22690,3401,68143,20029,91184,31436,59748,312,98300,60664,105868,637791,72.71661092740412,16.5991680660279,10.684221006567983,27.28338907259588,83.4008319339721,55.978071292439495,49.90458694778414,6.07348434465536,12.778227719151289,8.224834430291743,11.86477297004356,7.3221219476574015,3.7943133579480097,2.4174927550051115,55.978071292439495
1967-03-01,836797,469977,418811,51166,65564,3992,204980,204717,23454,3468,68901,20255,88638,30632,58006,263,100268,61572,105183,644061,72.97088319274106,16.331217074159124,10.697899733099815,27.02911680725894,83.66878292584087,56.163800778444475,50.049295109805605,6.114505668638869,12.569715235594774,8.233896632038595,11.982356533304971,7.358056972001573,3.6606249783400275,2.420539270575779,56.163800778444475
1967-06-01,845681,475619,423574,52045,66832,3872,204752,204383,24245,3567,68497,20373,87701,30344,57357,369,102350,62960,105542,649658,73.21067392381838,16.245778548097615,10.543547528084007,26.78932607618162,83.75422145190238,56.24094664536628,50.08673483263784,6.15421181272844,12.480119572273706,8.099626218396772,12.102672284230106,7.4448876112860525,3.588114194359339,2.409064410812115,56.24094664536628
1967-09-01,862763,485242,431979,53263,68746,3684,207840,207445,24605,3689,70525,20430,88196,30608,57588,395,104619,65062,106312,662079,73.2906496052586,16.057298298239335,10.652052096502079,26.709350394741413,83.94270170176067,56.24279205297399,50.0692542447926,6.173537808181389,12.322271585591873,8.174319019243987,12.126041566455678,7.541120794470787,3.5476718403547673,2.367973591820697,56.24279205297399
1967-12-01,881145,496206,441553,54653,70606,3696,211045,210960,25043,3790,69973,20327,91828,32384,59444,84,106985,66910,108604,674783,73.53564034660032,16.094655615212595,10.369704038187091,26.464359653399686,83.90534438478741,56.31377355599816,50.11127566972519,6.202497886272974,12.325326705593291,7.941144760510472,12.14158850132498,7.5935288743623355,3.6752180401636507,2.306884791946842,56.31377355599816
1968-03-01,904129,510860,454198,56662,73367,4036,214443,213983,25412,3912,71681,20076,92903,36456,56447,459,109496,69331,105847,688388,74.21105539317942,15.376066985479119,10.412877621341453,25.78894460682057,84.62393301452089,56.5029990189453,50.235972964035,6.267026054910306,11.707068349759824,7.92818281462048,12.110661199895148,7.668264152571148,4.032167976029969,2.2204795997031397,56.5029990189453
1968-06-01,927463,523980,465911,58069,75424,4204,220317,219829,25831,4127,73177,20072,96622,37064,59558,488,111946,71220,109588,706745,74.1398948701441,15.506017021698067,10.354088108157821,25.86010512985589,84.49398297830193,56.49605429003637,50.234995897410464,6.261058392625905,11.815889151373154,7.890018254097468,12.07013109956947,7.679012532036318,3.9962780186379403,2.164183369040059,56.49605429003637
1968-09-01,949276,537809,478318,59491,77693,4220,223461,222964,26617,4271,74951,20212,96915,37116,59799,497,114534,73473,110899,723659,74.31801442392066,15.324759313433537,10.357226262645804,25.68198557607934,84.67524068656647,56.65465049153249,50.38766386172198,6.266986629810508,11.682482228561556,7.895596222805591,12.065405635452702,7.739898617472685,3.909927144476422,2.129201623131734,56.65465049153249
1968-12-01,969185,550305,489411,60894,79144,4236,226522,226154,28198,4418,75507,20025,98006,38020,59986,368,117450,74908,112627,738439,74.52274324622616,15.252038421589326,10.225218332184513,25.47725675377384,84.74796157841068,56.78018128633852,50.49717030288335,6.2830109834551715,11.620794791500074,7.790772659502572,12.118429402023349,7.728968153654875,3.9228836599823564,2.066168997662985,56.78018128633852
1969-03-01,988736,562744,499046,63698,80589,4340,229278,229106,31326,4716,75630,20219,97215,38700,58515,172,120465,76249,114776,753150,74.71871473146119,15.239460930757485,10.041824337781318,25.281285268538802,84.76053906924251,56.91549614861803,50.47312932875914,6.442366819858891,11.60835652793061,7.6491601398148745,12.183737620557965,7.71176532461648,3.91408829050424,2.044934138131918,56.91549614861803
1969-06-01,1007398,576697,511360,65337,82901,4464,228758,228600,32480,4827,77111,20286,93896,37468,56428,158,123506,78437,114021,767829,75.10747835781144,14.849790773726962,10.042730868461598,24.89252164218856,85.15020922627303,57.24619266665211,50.760474013249976,6.485718653402131,11.318366722983368,7.6544722145567095,12.259901250548443,7.786098443713408,3.719284731555949,2.013702627958364,57.24619266665211
1969-09-01,1028459,593413,526409,67004,85217,4668,228171,228047,34127,4837,77967,20446,90670,36068,54602,124,126325,80549,114012,785392,75.55628272251309,14.516572615967569,9.927144661519343,24.44371727748691,85.48342738403244,57.699237402754996,51.1842475003865,6.514989902368495,11.085711729879364,7.580953640349299,12.282939815782642,7.8320088598573205,3.5069944450872614,1.9880228574984515,57.699237402754996
1969-12-01,1039539,604895,536429,68466,86717,4664,223302,223105,35040,4812,77312,20437,85504,35596,49908,197,129289,82053,110197,792404,76.33669188949071,13.906668820450175,9.75663929005911,23.663308110509284,86.09333117954982,58.18877406234879,51.60258537678721,6.586188685561581,10.60056428859331,7.437142810418849,12.437147620243204,7.893210355744229,3.424210154693571,1.965967606794935,58.18877406234879
1970-03-01,1047063,614930,545075,69855,88466,4736,216165,216681,37103,4617,77071,20428,77463,31076,46387,-516,132239,83730,108535,800536,76.81478409465657,13.557791279842505,9.627424625500915,23.18521590534342,86.4422087201575,58.72903540665652,52.05751707394875,6.671518332707774,10.365660901015508,7.360684123113891,12.629517039566865,7.99665349649448,2.9679207459341033,1.9509809820421502,58.72903540665652
1970-06-01,1061858,620210,549043,71167,90535,4820,220660,221788,39310,4463,76710,20214,81090,31156,49934,-1128,135272,85715,113921,810841,76.48971869947376,14.04973354825422,9.460547752272024,23.510281300526245,85.95026645174578,58.407998056237275,51.705877810404026,6.702120245833247,10.728458984157957,7.224129780064755,12.739179815003514,8.07217160863317,2.934102299930876,1.903644366760904,58.407998056237275
1970-09-01,1079478,628171,555699,72472,92512,4740,225208,226318,41660,4225,78483,20854,81096,32144,48952,-1110,138327,87772,115691,822345,76.38776912366464,14.068426268780135,9.543804607555224,23.612230876335357,85.93157373121987,58.192107666853794,51.47849238242929,6.713615284424509,10.717309662633236,7.270458499385814,12.814249109291714,8.130967004422509,2.97773553513828,1.9318596580940046,58.192107666853794
1970-12-01,1083461,629984,556331,73653,94139,4812,222639,224022,42870,4123,78943,21160,76926,30676,46250,-1382,141511,89327,114403,823330,76.51658508738902,13.895157470273158,9.588257442337824,23.483414912610982,86.10484252972684,58.14551700522677,51.34757965445918,6.797937350767587,10.559032581698833,7.286187504672526,13.06101465581133,8.244597636647743,2.8312971117557533,1.9530006156197592,58.14551700522677
1971-03-01,1121847,647880,570492,77388,97652,4764,236433,238205,43522,4132,80316,21089,89146,34384,54762,-1772,144646,92888,123505,851701,76.06894907954786,14.500980978066247,9.430069942385884,23.93105092045213,85.49901902193375,57.75119067038553,50.852923794421166,6.898266875964369,11.00907699534785,7.159265033467131,12.89355856903838,8.27991695837311,3.06494557635756,1.8798463605108362,57.75119067038553
1971-06-01,1143994,659773,580428,79345,98947,4812,242489,243735,44330,4105,82847,21674,90779,35316,55463,-1246,147597,94135,125572,868192,75.99390457410342,14.463620950204563,9.542474475692012,24.006095425896575,85.53637904979544,57.67276751451494,50.736979389752044,6.935788124762892,10.976630996316414,7.241908611408801,12.901903331660831,8.228627073218915,3.087079128037385,1.8945903562431272,57.67276751451494
1971-09-01,1165451,670088,588769,81319,101674,4512,247841,249405,44923,4154,84595,22049,93684,34552,59132,-1564,150361,97162,130258,884941,75.72120627250857,14.719399372387537,9.5593943551039,24.278793727491436,85.28060062761246,57.496025143914245,50.518554619627935,6.977470524286306,11.176617463968885,7.258563423086857,12.90152910761585,8.336858435060762,2.964689206152811,1.8918856305413096,57.496025143914245
1971-12-01,1190035,682154,598421,83733,103699,4612,255695,257175,45019,4241,87859,22498,97558,34980,62578,-1480,153099,99087,134336,904349,75.43039247016362,14.85444225625284,9.715165273583539,24.56960752983638,85.14555774374716,57.32217959975967,50.28599999159689,7.036179608162785,11.2884074838135,7.3828920998121905,12.8650838000563,8.326393761528022,2.939409345103295,1.8905326313931943,57.32217959975967
1972-03-01,1225632,708354,618472,89882,104560,6103,262879,264267,46067,4540,87906,23101,102653,37140,65513,-1388,155942,98457,139221,935481,75.72083238462352,14.882290500822572,9.396877114553904,24.279167615376476,85.11770949917742,57.79499882509595,50.461476201665754,7.333522623430198,11.359119213597555,7.172299678859559,12.723394950523485,8.033161666797211,3.030273361008851,1.8848235033027858,57.79499882509595
1972-06-01,1249073,722473,630374,92099,106786,6203,267065,268104,47610,4695,91326,20152,104322,37460,66862,-1040,158952,100583,139319,953118,75.8010026040847,14.617182762260287,9.581814633655014,24.198997395915303,85.38281723773972,57.840734688845245,50.46734658422686,7.373388104618385,11.15379165188904,7.311502210038965,12.725597302959875,8.05261181692343,2.9990240762549507,1.6133564651545587,57.840734688845245
1972-09-01,1281679,735744,642326,93418,108862,7175,281543,282439,49914,4873,95535,23875,108243,38768,69475,-897,162705,101687,148137,979416,75.12068416280722,15.125033693547993,9.754282143644785,24.879315837192777,84.87496630645201,57.40470117712781,50.11598067846941,7.2887204986584,11.558042224301092,7.453894461873839,12.694676280098214,7.933889842932591,3.0247823362948134,1.8627909172265442,57.40470117712781
1972-12-01,1331426,758766,663971,94795,111504,7063,301785,302205,52341,5006,105614,23750,115493,43072,72421,-420,166434,104441,153518,1017898,74.54243941927383,15.08186478409428,10.375695796631883,25.457560580726163,84.91813521590572,56.988972725483805,49.86916283743896,7.119809888044848,11.530344157317042,7.932397294329538,12.500431867786869,7.8442962658082385,3.235027707135057,1.7838017283724368,56.988972725483805
1973-03-01,1370820,785423,683364,102059,114600,5944,306251,307606,53384,5576,104144,23491,121012,46016,74996,-1356,170490,108656,157447,1047014,75.01552032733086,15.037716783156672,9.946762889512462,24.984479672669135,84.96228321684333,57.29585211771057,49.850746268656714,7.445105849053851,11.485607154841627,7.59720459287142,12.43708145489561,7.926350651434907,3.356822923505639,1.7136458470112779,57.29585211771057
1973-06-01,1399511,803227,700201,103026,116185,5704,310409,312166,55786,5889,109942,23343,117205,46036,71169,-1757,175393,110481,156187,1069356,75.11315221497799,14.605706612203981,10.281141172818032,24.886847785022013,85.39429338779603,57.393403838912306,50.03183254722543,7.361571291686882,11.160112353529197,7.85574389911905,12.532448833914131,7.894257351317711,3.2894346668229115,1.6679397303772532,57.393403838912306
1973-09-01,1431358,820420,716177,104243,118397,4717,316018,318193,59792,5648,113788,22340,116625,43984,72641,-2175,181240,113680,160421,1094629,74.94959479421794,14.655285032645764,10.395120173136286,25.05040520578205,85.34471496735424,57.31759629666373,50.03479213446252,7.28280416220121,11.207608438978928,7.949653406066127,12.662101305194088,7.942108123893533,3.072886028512783,1.5607555901458614,57.31759629666373
1973-12-01,1475234,841710,735356,106354,119698,4555,330772,333316,62847,5849,122206,23291,119124,46492,72632,-2544,187608,115143,164619,1128535,74.58430620228881,14.586964515943237,10.828729281767956,25.415693797711192,85.41303548405676,57.05603314457232,49.84673617880282,7.209296965769498,11.15883988574016,8.283838360558393,12.717168937266901,7.805066857190114,3.1515000332150698,1.5788003801430823,57.05603314457232
1974-03-01,1491146,858356,748203,110153,120806,3556,321232,323691,67058,6297,115735,23517,111085,44604,66481,-2460,194309,117250,163353,1137444,75.46358326212103,14.361410319980589,10.175006417898375,24.536416737878962,85.63858968001941,57.563511554200595,50.17637441270003,7.387137141500564,10.954862904101946,7.761480096516371,13.030850097844208,7.8630798057333084,2.991256389381053,1.5771091496070808,57.563511554200595
1974-06-01,1520365,878511,765319,113192,124068,2892,318553,320445,71558,6569,108637,22920,110761,46664,64097,-1892,202126,121176,165144,1152292,76.24031061571199,14.33178395753854,9.42790542674947,23.75968938428801,85.66821604246147,57.78290081658023,50.337846503964506,7.445054312615721,10.86212850203734,7.1454552031913385,13.294570711638324,7.97019136852006,3.0692629730360803,1.5075327306271848,57.78290081658023
1974-09-01,1556456,900218,783153,117065,127054,3172,321175,323636,75132,6971,111000,23273,107260,51512,55748,-2461,211181,123882,161124,1172342,76.7880021358955,13.743771015625134,9.468226848479368,23.2119978641045,86.25622898437487,57.837677390173575,50.31642397857697,7.521253411596602,10.351979111520018,7.131586116151051,13.568067455809866,7.9592355967659865,3.309569946082639,1.4952558890196703,57.837677390173575
1974-12-01,1583154,913860,792541,121319,127680,3608,325265,328236,80596,7311,113481,23011,103837,46160,57677,-2971,219957,124072,168595,1195936,76.41378802879083,14.097326278329275,9.488885692879887,23.586211971209163,85.90267372167072,57.72401168806067,50.06089110724541,7.663120580815258,10.649311437800744,7.168032926676748,13.893594685040116,7.8370139607391325,2.915698662290592,1.4534909427636225,57.72401168806067
1975-03-01,1600724,918423,791963,126460,128821,4220,328955,332650,85007,8356,112735,22662,103890,38312,65578,-3694,228744,124601,181603,1212761,75.729925352151,14.974343667053937,9.295730980795062,24.270074647849,85.02565633294606,57.375475097518375,49.47529992678313,7.900175170735242,11.345053863126935,7.042750655328464,14.290033759723725,7.784040221799636,2.3934169788170854,1.4157343801929627,57.375475097518375
1975-06-01,1637971,931218,800410,130808,133011,4264,342228,346113,84706,9097,114317,22405,115588,41420,74168,-3884,235778,128747,190376,1235911,75.34668758510928,15.403698162731782,9.249614252158933,24.653312414890717,84.59630183726821,56.851922286780415,48.86594451305915,7.9859777737212685,11.622672196272095,6.9791833921357584,14.394516142227182,7.8601513702013035,2.52873829878551,1.3678508349659426,56.851922286780415
1975-09-01,1700816,956033,821336,134697,138199,4564,369015,373287,85662,9276,120708,22247,135395,52024,83371,-4272,242132,133635,200556,1277297,74.84813633790732,15.70159485225441,9.450268809838276,25.151863662092683,84.2984051477456,56.21025437201908,48.2907028155897,7.919551556429385,11.79175172387842,7.097063997516487,14.236225435320458,7.857110939690125,3.0587670859164073,1.30801920960292,56.21025437201908
1975-12-01,1746705,983422,845815,137607,141137,4928,379684,384107,85603,9415,125194,21856,142038,53300,88738,-4423,247391,136209,205612,1314228,74.8288729200717,15.645078327352635,9.526048752575656,25.171127079928294,84.35492167264736,56.301550633907844,48.42346017215271,7.878090461755133,11.771421047057173,7.167438119201583,14.163296034533593,7.7980540503404985,3.051459748497886,1.2512702488399587,56.301550633907844
1976-03-01,1801802,1014752,871255,143497,141674,5136,398585,401007,84328,9549,126395,21636,159099,60844,98255,-2422,251926,136538,213768,1354915,74.89414465114048,15.777225877638081,9.328629471221442,25.10585534885952,84.22277412236193,56.31872980493972,48.35464718098881,7.964082623950912,11.864122694946504,7.01492172835861,13.981891461991939,7.577858166435601,3.376841628547421,1.2007978679122346,56.31872980493972
1976-06-01,1831400,1035541,889419,146122,144856,4836,399141,401561,86518,9394,128627,20455,156567,59380,97187,-2420,256699,140020,213554,1377722,75.16327677136607,15.500514617607907,9.336208611026027,24.836723228633932,84.4994853823921,56.54368242874304,48.56497761275527,7.9787048159877685,11.660696734738451,7.023424702413454,14.016544719886426,7.645517090750245,3.242328273452004,1.1169050999235557,56.54368242874304
1976-09-01,1869193,1058412,908489,149923,147693,5068,405464,407775,87666,9049,132685,20023,158351,58980,99371,-2310,262692,142625,216109,1407206,75.21372137412718,15.357310869908172,9.428967755964656,24.78627862587283,84.64268913009182,56.62400832872796,48.60327424722862,8.020734081499342,11.56162044261882,7.0985179165554335,14.053765448511738,7.630298208906196,3.155372398676862,1.0712109450441982,56.62400832872796
1976-12-01,1908639,1084831,929965,154866,151329,5460,408351,410740,89734,8550,136192,19122,157143,58468,98675,-2389,269589,145869,216081,1437104,75.48729945779846,15.03586379273873,9.476836749462809,24.51270054220154,84.96413620726128,56.83793530363783,48.723986044506056,8.113949259131768,11.32120846320336,7.135555754650303,14.124672083091669,7.642566247467436,3.0633346588852057,1.0018657273586047,56.83793530363783
1977-03-01,1960906,1113341,950105,163236,154836,5820,421012,423625,95454,8160,138592,16446,164974,62920,102054,-2613,277537,149016,222114,1474047,75.52954553009504,15.068311933065907,9.402142536839056,24.47045446990496,84.9316880669341,56.77686742760744,48.45234804728019,8.324519380327256,11.327111039488889,7.067753375225534,14.153508633254221,7.599344384687487,3.2087208667830076,0.8386939506534224,56.77686742760744
1977-06-01,2035208,1150353,980970,169383,158028,5856,447023,449745,99365,7823,140511,16315,185731,68420,117311,-2722,285660,152172,240814,1531678,75.10410151480924,15.722234046581592,9.17366443860916,24.895898485190752,84.27776595341841,56.52262569722603,48.19998742143309,8.322638275792942,11.832402388355392,6.904011776683268,14.035911808522766,7.476975326354849,3.3618185463107455,0.8016379652595705,56.52262569722603
1977-09-01,2097868,1182171,1007568,174603,161532,6416,466826,470042,104159,8029,142368,15605,199882,70840,129042,-3216,293756,155116,256835,1581374,74.75594008754412,16.241256021662174,9.002803890793702,25.244059912455878,83.75874397833782,56.3510668926739,48.02818861815901,8.322878274514888,12.242667317486134,6.78631830029344,14.002596922208642,7.393982843534483,3.3767615502977306,0.7438504233822147,56.3510668926739
1977-12-01,2155534,1217684,1038237,179447,164260,10308,481534,484813,108813,8312,156496,15097,196095,71836,124259,-3280,302364,153952,256481,1630661,74.67425786230247,15.728652368579368,9.597089769118167,25.325742137697535,84.27134763142064,56.49105975595838,48.16611568177537,8.32494407418301,11.898722080004305,7.260196313303339,14.027336149650157,7.142174514528651,3.3326312644569747,0.7003832924927187,56.49105975595838
1978-03-01,2199970,1251010,1063944,187066,166912,8680,479130,482334,111065,9353,158524,15891,187502,66192,121310,-3203,311598,158232,257619,1667153,75.03870370625852,15.452630922296875,9.508665371444613,24.961296293741487,84.54736907770312,56.86486633908644,48.36175038750528,8.503115951581158,11.710114228830394,7.205734623653959,14.163738596435406,7.192461715387028,3.008768301385928,0.7223280317458874,56.86486633908644
1978-06-01,2309587,1299226,1106141,193085,173059,8368,523671,526388,114570,10035,166115,15625,220044,80008,140036,-2718,321999,164691,280266,1745607,74.42832206791105,16.055503902081053,9.5161740300079,25.571677932088953,83.94449609791894,56.253607246663584,47.893454544037525,8.360152702626054,12.134896845193534,7.192411457113328,13.94184328193742,7.130755412114807,3.464169135001193,0.6765278813917813,56.253607246663584
1978-09-01,2365857,1336958,1138095,198862,169711,8288,535497,536878,116923,10732,168342,17124,223757,80228,143529,-1381,331980,161423,288308,1793608,74.54014478079937,16.074192354182184,9.385662865018443,25.459855219200627,83.92580764581781,56.510516062467005,48.10497844966961,8.405495344815852,12.186197221556501,7.115476548244462,14.032124511329298,6.82302438397587,3.391075622913811,0.723796915874459,56.510516062467005
1978-12-01,2437684,1380257,1174495,205762,173910,10408,550723,552932,121595,11380,170915,17545,231497,84980,146517,-2208,343202,163502,297037,1848209,74.6807855605075,16.071613113019144,9.247601326473358,25.3192144394925,83.92838688698086,56.62165399617014,48.18077322573394,8.4408807704362,12.185213505934321,7.011368167490126,14.079019265827728,6.707268046227485,3.48609581881819,0.7197405406114985,56.62165399617014
1979-03-01,2501832,1422587,1208636,213951,176441,8352,556377,558667,126800,12283,180057,17267,222260,81924,140336,-2290,354779,168089,296686,1899330,74.89941189787977,15.620560934645376,9.480027167474846,25.10058810212022,84.37943906535463,56.86181166441232,48.310038403857654,8.551773260554665,11.858749908067368,7.197006033978301,14.180768332965602,6.718636583111896,3.274560402137314,0.6901742403166959,56.86181166441232
1979-06-01,2550227,1454820,1234452,220369,178493,8776,558465,560904,133741,12699,179181,15625,219658,82112,137546,-2439,367225,169717,299611,1933612,75.23846562805775,15.494887288659772,9.266647083282479,24.76153437194225,84.50511271134023,57.0466864322274,48.4055733077879,8.64115233663513,11.748405141973636,7.026080423428973,14.399698536640072,6.654976204079088,3.219791806768574,0.612690556566141,57.0466864322274
1979-09-01,2609135,1496791,1269457,227334,180902,8132,559265,561862,141500,12958,180733,15366,211304,81036,130268,-2597,380308,172770,300092,1977616,75.68663481687041,15.174432245693804,9.138932937435781,24.313365183129587,84.82556775430619,57.36732671939168,48.65432413424372,8.713002585147951,11.50158960728364,6.926931722582388,14.576018488886163,6.621734789499202,3.105856921930065,0.5889308142353692,57.36732671939168
1979-12-01,2668123,1535010,1300996,234014,184568,8864,564200,567669,155515,13069,177777,16112,205197,77876,127321,-3469,393209,175704,312017,2024804,75.81030065132231,15.409738424064749,8.77996092461295,24.1896993486777,84.59026157593524,57.53145563379199,48.76072055148882,8.770735082303178,11.694250977185085,6.662998669851428,14.73728909799136,6.585303601070865,2.918755994382568,0.6038702113808097,57.53145563379199
1980-03-01,2722050,1573692,1333875,239817,189513,9200,561296,564850,171180,13159,167566,15792,197152,85388,111764,-3554,406750,180313,311895,2053153,76.64757570429481,15.191025705341978,8.161398590363213,23.35242429570519,84.80897429465801,57.81275141896732,49.00258995977296,8.810161459194358,11.45809224665234,6.155875167612645,14.9427820943774,6.624161936775592,3.136900497786595,0.5801509891442111,57.81275141896732
1980-06-01,2741686,1599268,1353977,245291,196896,9624,534178,538364,177650,13392,160309,17096,169917,64932,104985,-4186,420968,187272,313123,2072700,77.1586819124813,15.107010179958507,7.734307907560187,22.841318087518694,84.89298982004149,58.33155219087817,49.38483108568961,8.946721105188558,11.420819160180999,5.84709554631712,15.354347653232354,6.83054149891709,2.3683237248904505,0.6235579129046871,58.33155219087817
1980-09-01,2823750,1628697,1377400,251298,204294,10072,565468,569986,183828,13709,173401,19867,179182,72144,107038,-4518,435363,194222,324442,2126540,76.58906016345802,15.256802129280427,8.154137707261562,23.41093983654199,84.74319787071957,57.67851261620186,48.77910579902612,8.899442231075698,11.489756529437804,6.140805666223993,15.417901726427623,6.878158477202302,2.5549003984063745,0.7035679504205401,57.67851261620186
1980-12-01,2964663,1687725,1428827,258898,210617,10304,625988,631656,203396,15728,185005,23160,204367,79472,124895,-5668,450637,200313,367179,2239909,75.34792708096623,16.392585591646803,8.25948732738696,24.652072919033763,83.6074144083532,56.92805556651802,48.19525861792723,8.732796948590785,12.385185095236794,6.240338277908822,15.200277400837802,6.756687016365772,2.6806419481742108,0.7812017757161607,56.92805556651802
1981-03-01,3064900,1739768,1467818,271949,230842,10556,639304,645447,203837,16441,188213,23963,212994,78140,134854,-6143,465542,220286,379095,2307076,75.41008618701768,16.431838396307707,8.158075416674613,24.58991381298232,83.56816160369229,56.764266370844076,47.89121994192306,8.873013801429083,12.368919051192535,6.140918137622761,15.189467845606709,7.187379686123528,2.549512218995726,0.7818525889914842,56.764266370844076
1981-06-01,3127116,1774906,1496839,278067,235496,10704,646987,651123,223039,16560,176367,23335,211822,69076,142746,-4136,480431,224792,405680,2356953,75.305107908388493,17.212053019300768,7.482839072310734,24.6948920916115,82.78794698069923,56.75855964409379,47.866436678396326,8.892122965697467,12.972975738667833,5.639925093920405,15.363389141944207,7.1884765387660705,2.2089362850626584,0.7462147230867036,56.75855964409379
1981-09-01,3231849,1815241,1530725,284517,237466,11120,695744,700382,249296,17106,182286,23085,228610,71648,156962,-4638,494517,226346,446449,2443976,74.27409270794803,18.267323410704524,7.458583881347444,25.725907292051968,81.73267658929548,56.167259052016355,47.36375369022501,8.803536303831027,13.814042673404606,5.640300645234354,15.301364636776038,7.003606913565578,2.2169352590421147,0.7142969860287408,56.167259052016355
1981-12-01,3253483,1840808,1550733,290075,238772,13512,678989,682941,257368,17548,171848,24740,211436,62396,149040,-3952,508426,225260,448696,2461352,74.78849022813478,18.229655896434156,6.981853875431064,25.21150977186522,81.77034410356585,56.57961022080029,47.66378063140333,8.915829589396964,13.791250791843694,5.281970122481046,15.627129448655488,6.923656893243334,1.9178216084116622,0.7604158374271511,56.57961022080029
1982-03-01,3272128,1864869,1567744,297125,237401,13996,661927,665365,269758,18641,165195,23548,188224,50612,137612,-3438,521926,223405,449559,2479623,75.20776343823235,18.13013510521559,6.662101456552064,24.792236561767655,81.86986489478441,56.99254430144542,47.912062119819275,9.080482181626147,13.739040771021182,5.048549445498464,15.950659631897041,6.827514082578676,1.5467610069043753,0.71965399886557,56.99254430144542
1982-06-01,3326727,1884558,1581934,302624,238262,13604,683634,686983,276817,19152,169412,21080,200522,52736,147786,-3349,533877,224658,464835,2518805,74.8195275140394,18.45458461452951,6.7258878714310955,25.180472485960603,81.54541538547049,56.64901267822698,47.55226383168802,9.096748846538956,13.972742578516362,5.092452732069689,16.048115760625986,6.753124016488278,1.5852217509882838,0.6336558425142791,56.64901267822698
