year,nq,gdi,comp,prop,ucap,ni,rental,interest,bctp,cprof,ctax,cfc,A194RC,W151RC,W152RC,A439RC,A442RC,W321RC,A451RC,A2009C,ni_pretax,ni_exh,govnp,ni_bus,v1_tf,v2_labmax,v3_prop75,v4_pretax,v5_exhouse,cap_exhouse,cap_tf,v6_exh_labmax,v7_business,v7_labmax,v8_corp_tf,v8_corp_std,v8_corp_extax,v9_gross,govnp_share,prop_share,rental_share
1999,4,9660487.25,5409932.25,696351.5,1282677,7388960.75,178497.5,518842.75,67683.5,745039,227385.75,1398936.5,879773.75,12884.75,394667.25,5032428.75,3684311.5,453904.75,5802060.5,825081,7616346.5,7210463.25,1287325.75,6101635,73.21641612455446,82.640630483793,80.28457689398337,71.03054266241695,75.02891371091864,15.3135722590362,17.359369516207,84.6864277409638,67.56560331779924,78.97814274370722,84.67465955603686,73.21139916784713,80.46941547101206,56.00061477230354,17.42228431785891,9.424214359238544,2.4157321447403817
2000,4,10346712.75,5854629.25,753559.25,1319680,7927868.5,183475.25,603735.75,85170.25,680746.75,233448.25,1511227.5,934926.25,13766.25,421117,5377582.5,4008927,479695.75,6216190.25,880616.5,8161316.5,7744393.25,1369809.5,6558059,73.8487179750774,83.35391158417927,80.9776131819038,71.73633383780668,75.59829493420933,14.671320442050124,16.64608841582072,85.32867955794987,68.38638917399187,79.876972744527,85.94661501057415,74.54887024048446,81.85013669415693,56.584437893088314,17.278408439796902,9.505193609101866,2.314307433328391
2001,4,10698653.75,6046343.25,831055.75,1376960.75,8254359.75,202400.5,627099.75,99224.75,618383.25,170147.75,1599508.5,996567.75,13068.25,440414.25,5314008.25,4013810.5,469409.75,6202592.5,947721.5,8424507.25,8051959.25,1450050.25,6804309.5,73.25029963710995,83.3183821434485,80.80136151686386,71.770883098237,75.0915778665919,14.587260237314291,16.681617856551505,85.4127397626857,67.54973447342452,79.76340214976993,85.86699731513912,75.53263584037529,82.85125176007878,56.51499143058069,17.56708326166666,10.068082506338545,2.4520436003531345
2002,4,11010780.75,6143367.75,870135.75,1452414.75,8465918.25,208448.25,550295.75,80755.5,773589,160673.75,1657981,1065473.5,12772.75,476534.25,5383953.75,3972742.25,497529.25,6298540.25,983529.25,8626592,8257470,1554780.5,6911137.75,72.56587612336087,82.84397856074266,80.27445295139721,71.21430745768433,74.39769990081707,15.064741379623541,17.15602143925734,84.93525862037646,66.39409336038773,78.9844334964963,84.06584392966556,73.78856569858164,81.3016194151777,55.794115689752516,18.36517261432332,10.278102437381792,2.46220485297032
2003,4,11480643.5,6362295.5,897509.75,1526297.75,8786103,227097,518772.25,76047.25,918144.75,213763.5,1719097.75,1132612.5,14179.25,503880.75,5592406.75,4040874.5,524274.5,6524948,1014831.25,8999866.5,8559006,1650672.5,7135430.5,72.41316770358827,82.6282738775086,80.07449733402852,70.69322083833133,74.3345138442478,15.179341502973593,17.371726122491392,84.8206584970264,66.0313768034038,78.60959125031069,83.24201782157567,72.2564484423455,79.73103898383867,55.417586130951634,18.787311052465466,10.215106173920338,2.584729543917252
2004,4,12245295.75,6729301,962895,1630683,9322879,242782.5,459037.5,81962.5,1125412,278511.5,1821838.75,1191818.5,15111.75,530607.5,5986994.75,4240204,569371,6960008.25,1074097,9601390.5,9080096.5,1737537.75,7585341.25,72.18050346893915,82.50880441546008,79.92672917882985,70.08673379131908,74.11045686573925,15.285085351240484,17.491195584539927,84.71491464875952,65.80802478728297,78.5021801095633,82.50849161739949,70.8235797267068,78.2668600786461,54.954172911666916,18.63735172364674,10.328300946520919,2.604158007413804
2005,4,13096197,7077721.75,979141.25,1810456.75,9867319.75,221105.75,574129.75,90641.25,1304328.75,379748.75,1971051.25,1248376.5,15292,548279,6443364,4442988,616267.5,7485432.75,1149745.25,10247068.5,9646214,1811947.5,8055372.25,71.72891858500886,81.65199065328758,79.1712226362179,69.07069812210194,73.37305340727461,16.47642277063312,18.348009346712413,83.52357722936688,65.36971956820493,77.5248530569149,81.56240805445182,68.9544778162463,76.24702971711555,54.044099596241566,18.363117299406458,9.923072068278724,2.240788335657208
2006,4,14025375.25,7491255.25,1050869.75,1989271.25,10531396.25,181119.5,702094.75,79818,1456385.25,430146.5,2124165.25,1304364.5,16392.75,574606.25,6910012.5,4681229.75,654522.75,8029315.75,1209449.25,10961542.5,10350276.75,1895363.5,8636032.75,71.13259317348353,81.1110397636021,78.61642811607246,68.34125078655673,72.37734247057693,17.469598095529186,18.888960236397903,82.53040190447082,64.7970186310375,76.96545036839977,80.35972386691549,67.74560465701039,74.83394485619611,53.4121555856411,17.997266981574263,9.97844659011857,1.7198051967705612
2007,4,14461930.75,7889368.5,995396.75,1963259.75,10848025,186259,813507.5,97247.25,1258027.75,391782,2252750,1374817.75,18043,598494.75,7010313.75,4894237.75,676291.75,8199258.25,1279323.25,11239806.75,10661766,1991355.5,8856669.5,72.72631193235635,81.90214578229677,79.60818731981168,70.19131801354148,73.99682660452312,16.66703949420762,18.097854217703222,83.33296050579239,66.59402837601651,77.83297942866672,82.3635152737015,69.81481748944546,77.26903616690943,54.552664069422406,18.35684836640771,9.175833849940426,1.7169853498678331
2008,4,14578662.5,8068679.5,960304,1954342.5,10983326,290275.25,851777,112781,955427.5,255918.5,2358962.25,1445445,19106.5,638807.25,6852046.75,4940328.25,684959.25,8108788,1388669.5,11239244.25,10693050.75,2103358.75,8879967.25,73.46298835161589,82.20627795259833,80.02045555235271,71.79023180317485,75.45722627380216,15.562137400311132,17.79372204740167,84.43786259968887,67.17728322702992,77.99155734498908,83.57616319208603,72.10003711664693,80.10796425379078,55.34581447372144,19.150471815186037,8.743289600982434,2.6428720225549163
2009,4,14286346.75,7767191,938126.25,2051904.5,10757221.75,347592,706239.75,125117.5,1076888.25,203933,2371276.25,1493741.5,17410.25,669001.5,6553678.25,4607470.75,655455.25,7817336.5,1415514.5,10961154.75,10409629.75,2180153.25,8577068.5,72.20443326828324,80.92533046462485,78.74510616553944,70.86106507163399,74.61543961253761,16.372460317332614,19.074669535375154,83.62753968266739,65.13924600229088,76.07685539645627,80.91387600561264,70.30358486091379,78.11625213221,54.36792999581926,20.26688024721625,8.72089719634161,3.231243234341618
2010,4,14979526.75,7932969.25,1108503.75,2286676,11328149,433670.75,610260,126327.5,1388685,272267.25,2390391.25,1543906.5,15321.5,681157.75,6966278.25,4700759.5,684946.75,8236992,1443869,11600416.25,10894478.25,2240385.75,9087763.25,70.02882156652424,79.81421324878407,77.36786532821911,68.38521203926626,72.81642193374428,17.008664458070765,20.185786751215932,82.99133554192923,62.640094634947715,74.83785682907177,78.22781225878887,67.47877893048559,74.83699116978622,52.95874417394395,19.77715644453476,9.78539168225983,3.828257820408259
2011,4,15624021,8234013,1228336.25,2380671,11843020.25,506541.25,574893.25,130122,1449877.75,280763.25,2474363.25,1553545,16328.5,707502.5,7298487,4927979.25,718672.5,8623023.75,1471023.75,12123783.5,11336479,2277376,9565644.25,69.52629334565226,79.89810918376163,77.3051552242343,67.91619959231373,72.63289598119486,16.531850409637773,20.101890816238367,83.46814959036223,62.27115335174628,75.11227746108162,78.23367447597764,67.52055939813279,74.89541308497375,52.700985232930755,19.22968931848276,10.37181583810937,4.277128969698418
2012,4,16407618.5,8575371,1299922,2557749,12433042,534468.75,609967.25,95532.25,1652369.5,334588.75,2575555.25,1556182.25,17329.75,741440.5,7781965,5182659.25,743189.75,9173994.5,1493556,12767630.75,11898573.25,2314952.5,10118089.5,68.97242846923544,79.42781018515018,76.8139647561715,67.16493582805094,72.0705820758804,17.00439378309496,20.572189814849818,82.99560621690505,61.87352365285956,74.7210281150409,77.30481916038583,66.59833666689583,73.63012833802301,52.26456843813135,18.619357193517082,10.455381715914738,4.298777000833746
2013,4,16910471.5,8843637.75,1351738.75,2558613.5,12753990,578686.75,552746.75,107299.5,1682298,362417.75,2681603.25,1597567.5,18235.5,757266.5,8009247,5356731.25,776657,9456941.25,1534466.5,13116407.5,12175303.25,2373069.5,10380920.5,69.34016531297264,79.93872113746365,77.2890821813409,67.42423754370242,72.6358725397661,16.26182698981235,20.06127886253635,83.73817301018765,62.33135346716122,75.35273003969156,77.97084345301532,66.88183358560424,74.06380356137981,52.29681354538222,18.606487067968533,10.598555824491003,4.537299699937039
2014,4,17749078.25,9259654.5,1369965.5,2721735.75,13351355.75,598502.25,586692.75,135474.25,1807956,406889.5,2819685.25,1636622,20844.75,780652.25,8522199.5,5648213.5,812931.75,10046510.25,1574412.25,13758245.25,12752853.5,2438119,10913236.75,69.35366470180378,79.6145365237534,77.049318568266,67.30258351805438,72.60849111142068,16.64908563405045,20.3854634762466,83.35091436594955,62.50698721440273,75.06023361950798,77.34758878040863,66.27647592619722,73.2652397499101,52.169776760097385,18.261209165968033,10.260871821949618,4.482707683075556
2015,4,18387991.75,9709535.25,1347722.25,2798255.25,13855512.75,601351.5,661191.75,153909,1777928,396125.25,2922938.25,1685196.25,21313.5,814935.25,8902292.5,5949840.75,834841.25,10489513.5,1618633.75,14251637.75,13254161.25,2521445,11334067.75,70.07705470878369,79.80402962712441,77.37228589753923,68.12925938985504,73.25650463170577,16.575200109324157,20.19597037287559,83.42479989067584,63.42021601203152,75.31111237622521,77.55948254578152,66.8349276324048,73.75118318812277,52.80367416958407,18.198135612123053,9.726974918340716,4.340160561722986
2016,4,18752003,9977095.75,1349213.5,2796327.25,14122636.5,618723.5,666724.5,162512,1724401.25,376034,3008108.75,1724416,20047.25,845894.5,9054476.75,6109709,851727.5,10684384.25,1675375,14498670.5,13503913,2590357.75,11532278.75,70.64612722985542,80.19967978358716,77.81129164515421,68.8138664162345,73.8829978392189,16.12572407716193,19.80032021641285,83.87427592283807,64.0527181152294,75.75217083614112,78.06223690072282,67.47721783039533,74.48367387312248,53.20549356780713,18.341885029753474,9.553552553731734,4.381076437108609
2017,4,19544200.25,10434978.5,1428634.25,2934634.75,14798247.5,642027.75,720494.25,142925.5,1726343,297156,3148953,1769234.5,18684.25,871882.25,9423390.25,6432103,884628,11132703.5,1734025.75,15095403.25,14156219.75,2659801,12138446.5,70.51496131552064,80.16903859730688,77.75551927686031,69.12686151660108,73.71302992099992,16.19505094218391,19.830961402693124,83.80494905781609,64.05413987696036,75.8236381401854,78.04428900009631,68.2567826372255,75.32828308927327,53.391688411502024,17.97375668977019,9.654077281786238,4.338539073630171
2018,4,20593076.75,10967688.5,1495330.75,3130848.25,15593867.5,671488,756396.25,155810.5,1844577,297423.5,3312603.25,1841630.25,21954,913790.25,10002783.75,6780647.75,948174.5,11796349.5,1814889.5,15891291,14922379.5,2777374.5,12816493,70.33334418161499,79.92256731692763,77.52526153309947,69.01697602793882,73.49825475219954,16.48101933073073,20.077432683072367,83.51898066926927,63.90448619602882,75.57172426185541,77.42952980071252,67.78760712486661,74.88614431373723,53.25910563607257,17.810684232118813,9.589223135312647,4.306103024153566
2019,4,21482942.25,11458471.5,1555775.25,3245450.25,16259697,688432,754521.5,161395.75,1938295.75,297194.75,3477515.75,1895710.75,22966.5,957464.75,10440725,7108215.25,993339,12332555.75,1908392.25,16556891.75,15571265,2876142,13383555,70.47161764453544,80.03990941528615,77.64783647259847,69.2066583089184,73.5872872242557,16.421390619195037,19.960090584713846,83.57860938080496,64.12593290796055,75.75046204091514,77.68378884976858,68.08162507871819,75.2400214196816,53.33753340979167,17.68877980936545,9.56829177075071,4.233978037844125
2020,4,21254698.75,11605747.75,1599507.25,3295839,16501094,743427.75,751128.25,146079.25,1966263,311059.25,3622849.5,1963715.25,22456,992748.5,10127093.25,7167961.25,578408,12095295.25,1994232.25,16812153.25,15757666.25,2978919.75,13522174.25,70.33320184710178,80.02654248257721,77.60320732370836,69.03189363920413,73.65143775652692,16.197901450032298,19.973457517422784,83.8020985499677,63.79763964363941,75.62641229830328,77.59527447852945,70.78004589322805,75.06752042120144,54.60320979613978,18.052862131444133,9.693340635475442,4.505324010638325
2021,4,23687814.25,12569555.5,1818661.75,3896850.5,18285067.75,776719,698044,193173.5,2697789.75,468875.5,3870788.25,2024056.25,22025.75,1035747,11748574.5,7883565,764921,13818844,2102855.75,18753943.5,17508348.75,3081829,15203238.75,68.74218718713799,78.68834530295902,76.20180577400376,67.02353294388458,71.79178162075392,17.820821052584986,21.31165469704098,82.17917894741501,62.40595609932127,74.3682871519728,74.97604799644843,67.1023110080291,71.77543428514018,53.06338257866067,16.854348270052213,9.946158115821037,4.247832223645986
2022,4,26055015.25,13462216.75,1868919,4125471,19456606.75,871106.5,688984.75,252829.75,2913118.25,600568.25,4307374.5,2081011,25125.75,1115973,13034696.25,8504054.5,1179906,15322598.5,2318577.25,20057175,18585500.25,3222109.75,16234497,69.19097930578259,78.79655454309884,76.39516073376977,67.1192067177955,72.43397578173878,17.5102335488656,21.203445456901164,82.4897664511344,63.07621973135355,74.58824255534373,75.56323751210878,65.24167757265536,71.73517473242515,51.668427827920766,16.560491720890642,9.60557523731624,4.477175856987499
2023,4,27485662.25,14228377.5,1941958.25,4419750.75,20590086.5,1002484,647379.5,238647.5,3144249.5,613010,4570722.75,2219043.25,25500.25,1186917.25,13678575.25,8960619.25,1194608,16125928.5,2560964.75,21203096.25,19587602.5,3431460.75,17158625.75,69.10304869287461,78.53456929382011,76.17668914358373,67.1051875265623,72.63970922424018,17.446069522801476,21.465430706179887,82.55393047719852,62.92413452749851,74.24181391682839,75.48354409245303,65.50842530182373,71.77701663707904,51.76654420979069,16.665596572408766,9.43152060094551,4.868770221047882
2024,4,29001717,15049123.25,2023080,4639487.25,21711690.5,1078148.75,611088.5,286430,3344161.25,680341.25,4796699,2368222.75,27382,1270049.25,14377761,9443320.5,1250767.25,16961079,2752985.75,22392031.75,20633541.75,3665654,18046036.5,69.31345695997278,78.6313863952694,76.30190403644525,67.20749335307637,72.93524026237522,17.25994762871963,21.368613604730594,82.74005237128037,63.08016305962808,74.29082419289134,75.87036353750537,65.68004920933099,71.93818081919937,51.89045617540506,16.883319150114083,9.317929435296621,4.965752206167457
2025,4,30532475.5,15749645.5,2109356.5,4864139,22723141,1114509.5,611473.75,282442.75,3550883.75,695170.75,5065043.5,2468695,26597.75,1339627.5,15142321.5,9891479,1412928.5,17885074.75,2902669,23418311.75,21608631.5,3834920.25,18888220.75,69.31104066994963,78.59389685607285,76.27318280954205,67.25354785662549,72.88589978500026,17.352461677177473,21.406103143927155,82.64753832282253,63.080188482019935,74.24776497278071,75.88852491754926,65.32339839700273,72.04600378181323,51.58325763661057,16.87671721968367,9.282856186123212,4.9047334609242625
2026,2,31909682,16174849,2148376.5,5232644,23555869.5,1137599.5,620189.5,274219,4054991.5,854355.5,5328557,2512192.5,27148,1383869,15968728.5,10175488,1503742.5,18881730,2994903.5,24410225,22418270,3923209.5,19632660,68.66589662504286,77.78624134422209,75.50615516442728,66.26259692403491,72.15029973320867,18.266550005865753,22.213758655777916,81.73344999413425,62.40437872402415,73.34724892093074,74.76132718465908,63.72134137041656,70.34564706803035,50.68947098877388,16.6549126959631,9.120344719179226,4.829367474633021
