year,nq,gdi,comp,prop,ucap,ni,rental,interest,bctp,cprof,ctax,cfc,A194RC,W151RC,W152RC,A439RC,A442RC,W321RC,A451RC,A2009C,ni_pretax,ni_exh,govnp,ni_bus,v1_tf,v2_labmax,v3_prop75,v4_pretax,v5_exhouse,cap_exhouse,cap_tf,v6_exh_labmax,v7_business,v7_labmax,v8_corp_tf,v8_corp_std,v8_corp_extax,v9_gross,govnp_share,prop_share,rental_share
1957,4,474394,262654,47786.25,48672,359112.25,14053,7628.5,1822.75,46047.75,20880,58917.25,44354.75,3323,7255.25,237097,166500,22808,261661,31805.5,379992.25,345059.25,54933,304179.25,73.13980517233817,86.44657763693664,83.11988452078702,69.12088338643748,76.11852167417625,10.032769734473138,13.55342236306336,89.96723026552687,68.28901050942824,83.9989085383043,86.08699698566251,70.22442291551559,77.69880861826785,55.366214581128766,15.296888368469748,13.306772464598465,3.9132611042925993
1958,4,480580.25,264743,50157.25,48435,363335.25,14796.75,9041,1703.75,41333.5,18440,62455,47558.75,3503,8031.5,230434.5,163977,23137,256830.75,34317.25,381775.25,348538.5,59093.25,304242,72.86466149375818,86.66933637735397,83.21816765645502,69.34524959383826,75.95803619973117,9.651229347690427,13.330663622646027,90.34877065230957,67.5941355894321,84.08010728301812,86.82578134307613,71.15991746027613,79.10225641891485,55.08819806889692,16.264111450788217,13.804674883595798,4.07247851674177
1959,4,521452.25,285910.25,50345.5,56398.25,392654,15556.75,9204.25,1657,52796.25,22816,65443,49303.5,3553,8850.5,259826,180289,25553,287446.25,37408.75,415470,377097.25,61707,330947,72.81480641990149,85.63665466288386,82.43119260213827,68.81609983873685,75.81870459145486,10.83049531652644,14.363345337116138,89.16950468347356,67.745968387687455,82.95852508105527,85.26036026237013,69.38835990239622,76.95679826527171,54.82961287442906,15.71536263478788,12.821848242982371,3.961948687648668
1960,4,543687.5,301437,50588.5,58008.25,410033.75,16462.75,10145,1743,51542.5,21885,67900.5,52525.5,3797,10097,271392,190689,27844,299880,40408.75,431918.75,393571,66419.5,343614.25,73.5151679587351,85.852810896664,82.76840016218178,69.79020938544576,76.59024674074055,10.556036903125484,14.147189103336006,89.44396309687451,68.39573737119458,83.11820595333285,86.02653577728353,70.26330916165547,78.2962701397671,55.44306242096793,16.198544631996757,12.33764293792889,4.014974377109201
1961,4,563124.5,310565,53198,61262,425025,17200,11734,1901.5,52629.5,22203,70604.5,56250,3734,10728.75,279205.5,195554,28940,308729.5,43273,447228,407825,70712.75,354312.25,73.06981942238691,85.58625963178636,82.4571495794365,69.44220844848712,76.15153558511616,10.80414393428554,14.413740368213634,89.19585606571447,67.69516154183209,82.70960148851755,85.74579336804604,70.03945122857537,78.13861678897011,55.15032643758174,16.637315452032233,12.516440209399446,4.046820775248515
1962,4,603951.75,332297,55234.5,70519.5,458051,18045.5,13381.75,2117,60271.25,23296,74097,60043,3807,11817.75,305114.5,210997,31234,335950.25,46529.75,481347,440005.5,75667.75,382383.25,72.5458518811224,84.60444360999102,81.58979567777388,69.03481272346146,75.52110144077744,11.925760018908855,15.395556390008974,88.07423998109114,67.11309922701896,81.55790035259128,84.20193587392676,69.15338340196877,77.03980385606131,55.02045486249522,16.519503286751913,12.058591728868619,3.9396268101150307
1963,4,638913,350471,56398,76569.25,483438.25,18726.75,14379,2527,66427.5,25491,78017.75,64029,3831,12825.5,324946.75,222667,33170,357362.75,49528.75,508929.25,464711.5,80685.5,402752.75,72.49550485506681,84.16152424844331,81.24501940009918,68.86438537380195,75.416898441291,12.44696978663106,15.838475751556688,87.55303021336894,66.98538991974604,80.98852211437413,83.61957032999325,68.52415049542732,76.31416828105735,54.854260282698895,16.68992885854605,11.666019393376507,3.8736591488158
1964,4,684508.25,376029.25,59131,84981,520141.25,18830.75,16479.75,3004.75,73238.75,26573,82389,69191.5,3916,13951.75,351570.25,239180,35588,385982.5,52346,546714.25,501310.5,87059.25,433082,72.29367984177375,83.66193798319206,80.81987344783748,68.7798516318168,75.00925075377435,13.195464687055228,16.338062016807935,86.80453531294476,66.72408458444359,80.37761901903104,82.64421403255079,68.0319224962863,75.69412522380608,54.93421737429753,16.737616945397043,11.368258141418316,3.6203146741389958
1965,4,741549,405409.5,63663.25,96212,565284.75,19337.75,18575.75,3484,84582.5,29768,88006,74592.75,3968,15347.75,386637.5,259864,37816,423777.5,55747.75,595052.75,545947,93908.5,471376.25,71.71774932898862,82.97990526013659,80.1643662773496,68.13001032261425,74.25803237310582,14.080899794302377,17.020094739863406,85.91910020569762,66.08330394244513,79.58912864192882,81.44840912260797,67.21127671268307,74.49770154649298,54.67062864355558,16.612600994454564,11.262155931147975,3.420886553192882
1966,4,808328.5,449224.5,67933.25,103979.75,621137.5,19910.25,21316.75,3391,91593.75,32232,95309,84361,4022,17238.75,424229.75,288528,38913,465090,59262.5,653369.5,601227.25,105621.75,515515.75,72.32287536978528,83.25978547423074,80.52555794811938,68.75504595791509,74.71792071966132,13.982982308270293,16.740214525769254,86.0170176917297,66.65223128488314,79.82995669870417,81.71635846634554,68.01220329314481,74.88073124254267,55.57449724957118,17.00456823167173,10.936910104445474,3.2054496790163207
1967,4,856596.5,481761,69474,106410.25,657645.25,20346.25,24336.75,3628.5,89090.75,30992,103555.5,93384.5,4181.75,19202.5,446075.5,308418,41389,491171.75,63314.75,688637.25,637299,116768.75,540876.5,73.25545193248183,83.81950603307786,81.17849250792885,69.95860302358027,75.59418734377427,13.50449318137954,16.180493966922135,86.49550681862046,67.4816247331877,80.32633142685992,82.53212182678632,69.14031369129216,76.21158600546349,56.24129914142773,17.75558327228852,10.564054100596028,3.0938032320616626
1968,4,937513.25,530738.5,73829,109740.25,714307.75,20096.25,26514.5,4182,96111.5,37164,113356.5,104592.5,4377,21708.5,492118.25,340181.75,47847,542110.75,67511.5,751471.75,694211.5,130678,583629.75,74.30109781113252,84.63683895351828,82.05290366792184,70.62654051865556,76.45198905520868,12.91306755938212,15.363161046481716,87.08693244061789,68.54696834765534,81.19694035473688,83.56072017877354,69.12601798449865,76.57073240728496,56.61130656020062,18.29435561912915,10.335741142385757,2.8133882069738148
